2tita,d [A],suma_cuad,inv_suma_cuad,lambda [A]
"23,6907","3,75570768226616","1,73205080756888","0,577350269189626","1,541874"
"27,4603","3,24811073538617",2,"0,5",
"39,2215","2,29699630408653","2,82842712474619","0,353553390593274",
"46,3595","1,95859663068294","3,3166247903554","0,301511344577764",
"48,5272","1,87605463128297","3,46410161513775","0,288675134594813",
"56,7023","1,62345572234885",4,"0,25",
"62,3129","1,49008834806966","4,35889894354067","0,229415733870562",
"64,1963","1,45084445867437","4,47213595499958","0,223606797749979",
"71,1743","1,32476923471358","4,89897948556636","0,204124145231932",
