2tita,d [A],suma_cuad,inv_suma_cuad,lambda [A]
"28,215","3,16292271603301",2,"0,5","1,541874"
"40,2862","2,23871392141691","2,82842712474619","0,353553390593274",
"49,7232","1,83369648195345","3,46410161513775","0,288675134594813",
"58,1077","1,58749405181692",4,"0,25",
"65,8675","1,41802658521666","4,47213595499958","0,223606797749979",
