2tita,d [A],suma_cuad,inv_suma_cuad,lambda [A]
"28,4067","3,14201263388996",2,"0,5","1,541874"
"40,5691","2,22375366373241","2,82842712474619","0,353553390593274",
"47,9046","1,89897206869477","3,3166247903554","0,301511344577764",
"50,1773","1,81816176814326","3,46410161513775","0,288675134594813",
"58,6581","1,573904390455",4,"0,25",
"66,4018","1,4079077295065","4,47213595499958","0,223606797749979",
"73,6654","1,28600847656171","4,89897948556636","0,204124145231932",
