2tita,d [A],suma_cuad,inv_suma_cuad,lambda [A]
"27,6437","3,22697689721146",2,"0,5","1,541874"
"39,5704","2,27754410929689","2,82842712474619","0,353553390593274",
"49,0039","1,85891485897637","3,46410161513775","0,288675134594813",
"57,2341","1,60962939960875",4,"0,25",
"64,8289","1,43820872749864","4,47213595499958","0,223606797749979",
"71,8651","1,31372591837281","4,89897948556636","0,204124145231932",
